0,0
0,0
0,0
0,0
0,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0
2,0
3,0
3,0
3,1
3,2
3,0
4,3
4,5
4,0
4,0
4,0
5,0
5,0
5,2
5,3
5,5
6,1
6,0
6,7
6,8
6,3
8,10
8,19
8,9
8,2
8,0
9,19
9,20
9,10
9,7
9,0
10,10
10,20
10,15
10,8
10,5
11,25
11,20
11,20
11,15
11,10
12,30
12,40
12,30
12,20
12,15
13,40
13,50
13,30
13,30
13,20
14,50
14,60
14,40
14,30
14,20
15,60
15,60
15,70
15,50
15,40
16,100
16,30
16,40
16,50
16,500
17,400
17,600
17,300
17,200
17,100
18,1000
18,1200
18,900
18,300
18,500
19,2000
19,1900
19,900
19,800
19,1000
20,2000
20,3000
20,1000
20,1200
20,1000
21,2000
21,2000
21,1000
21,900
21,1000
22,12000
22,2000
22,3000
22,1000
22,1500
23,1200
23,1300
23,2000
23,3000
23,4000
24,5000
24,5600
24,2000
24,3900
24,1000
25,4900
25,2000
25,2000
25,1690
25,10000
26,15000
26,3000
26,2000
26,2000
26,4000
27,5000
27,3000
27,4000
27,5000
27,1000
28,1000
28,2000
28,3000
28,1000
28,16000
29,12900
29,5000
29,6000
29,7000
29,4534
30,8673
30,10234
30,7389
30,20000
30,10000
31,31415
31,10000
31,15000
31,40000
31,20000
32,15000
32,20000
32,30000
32,25000
32,35000
33,35000
33,40000
33,35000
33,20000
33,23000
34,21000
34,15000
34,50000
34,45000
34,64000
35,53000
35,23000
35,16000
35,12000
35,65000
36,100000
36,10000
36,35000
36,60000
36,70000
37,47000
37,120000
37,70000
37,80000
37,20000
38,29000
38,39000
38,34000
38,89000
38,100000
39,120000
39,19000
39,123456
39,570000
39,600000
40,50000
40,100000
40,100000
40,200000
40,10000
41,100000
41,500000
41,400000
41,200000
41,40000
42,47398
42,200000
42,312932
42,254345
42,246542
43,345764
43,700000
43,152465
43,476849
43,463234
44,322134
44,530000
44,700000
44,600000
44,456432
45,464562
45,500000
45,500000
45,400000
45,300000
46,200000
46,100000
46,500000
46,700000
46,800000
47,900000
47,700000
47,500000
47,343243
47,123445
48,589095
48,800000
48,700000
48,760000
48,768000
49,322222
49,242637
49,576543
49,987654
49,876544
50,876567
50,877896
50,765443
50,654321
50,543212
51,675645
51,300000
51,400000
51,500000
51,600000
52,700000
52,700000
52,800000
52,654321
52,656333
53,287912
53,999999
53,800000
53,900000
53,400000
54,100000
54,344443
54,373841
54,354646
54,758765
55,345432
55,234564
55,987655
55,1000000
55,1000000
56,100000
56,400000
56,300000
56,200000
56,530000
57,430000
57,100000
57,1000000
57,500000
57,139148
58,932948
58,243533
58,123445
58,354321
58,500000
59,364576
59,675432
59,685867
59,785453
59,357657
60,636546
60,457655
60,436543
60,265642
60,700000
61,600000
61,400000
61,341526
61,354254
61,600000
62,452456
62,152321
62,300000
62,700000
62,800000
63,900000
63,999999
63,788685
63,789668
63,675686
64,765654
64,765634
64,577456
64,75467
64,576874
65,356466
65,878677
65,876767
65,776543
65,763333
66,755322
66,765433
66,765432
66,754332
66,763587
67,887434
67,687566
67,876546
67,868888
67,877777
68,850000
68,850000
68,850000
68,850000
68,850000
69,856000
69,860000
69,865000
69,865000
69,870000
70,870000
70,875000
70,875000
70,880000
70,880000
71,885000
71,885000
71,890000
71,890000
71,895000
72,895000
72,900000
72,900000
72,905000
72,905000
73,910000
73,910000
73,910000
73,910000
73,910000
74,915000
74,915000
74,915000
74,915000
74,915000
75,920000
75,920000
75,920000
75,920000
75,920000
76,925000
76,925000
76,925000
76,925000
76,925000
77,930000
77,930000
77,930000
77,930000
77,930000
78,930000
78,930000
78,930000
78,930000
78,930000
79,932500
79,932500
79,932500
79,932500
79,932500
80,935000
80,935000
80,935000
80,935000
80,935000
81,937500
81,937500
81,937500
81,937500
81,937500
82,940000
82,940000
82,940000
82,940000
82,940000
83,942500
83,942500
83,942500
83,942500
83,942500
84,945000
84,945000
84,945000
84,945000
84,945000
85,947500
85,947500
85,947500
85,947500
85,947500
86,950000
86,950000
86,950000
86,950000
86,950000
87,952500
87,952500
87,952500
87,952500
87,952500
88,955000
88,955000
88,955000
88,955000
88,955000
89,957500
89,957500
89,957500
89,957500
89,957500
90,960000
90,960000
90,960000
90,960000
90,960000
91,962500
91,962500
91,962500
91,962500
91,962500
92,965000
92,965000
92,965000
92,965000
92,965000
93,962500
93,962500
93,962500
93,962500
93,962500
94,965000
94,965000
94,965000
94,965000
94,965000
95,965000
95,965000
95,965000
95,965000
95,965000
96,965000
96,965000
96,965000
96,965000
96,965000
97,853784
97,700000
97,777548
97,863798
97,999999
98,888888
98,888888
98,888888
98,777777
98,756844
99,999999
99,888888
99,1148258
99,1096979
99,1172360
100,800000
100,1200000
100,1000000
100,1200000
100,900000
